pairkey,year,cam_num,sample_num,label_filename,T_filename,B_filename,T_label,B_label,has_T,has_B,n_views,agreed,real_conflict,label_chestnut,multiple,chunk,reviewed
2025_Conforme_1_Cam_X_1_120.jpg,2025,1,120,Conforme,2025_Conforme_1_Cam_T_1_120.jpg,2025_Conforme_1_Cam_B_1_120.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_121.jpg,2025,1,121,Conforme,2025_Conforme_1_Cam_T_1_121.jpg,2025_Conforme_1_Cam_B_1_121.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_122.jpg,2025,1,122,Conforme,2025_Conforme_1_Cam_T_1_122.jpg,2025_Conforme_1_Cam_B_1_122.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_123.jpg,2025,1,123,Conforme,2025_Conforme_1_Cam_T_1_123.jpg,2025_Conforme_1_Cam_B_1_123.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_124.jpg,2025,1,124,Conforme,2025_Conforme_1_Cam_T_1_124.jpg,2025_Conforme_1_Cam_B_1_124.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_125.jpg,2025,1,125,Conforme,2025_Conforme_1_Cam_T_1_125.jpg,2025_Conforme_1_Cam_B_1_125.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_126.jpg,2025,1,126,Conforme,2025_Conforme_1_Cam_T_1_126.jpg,2025_Conforme_1_Cam_B_1_126.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_127.jpg,2025,1,127,Conforme,2025_Conforme_1_Cam_T_1_127.jpg,2025_Conforme_1_Cam_B_1_127.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_128.jpg,2025,1,128,Conforme,2025_Conforme_1_Cam_T_1_128.jpg,2025_Conforme_1_Cam_B_1_128.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_129.jpg,2025,1,129,Conforme,2025_Conforme_1_Cam_T_1_129.jpg,2025_Conforme_1_Cam_B_1_129.jpg,Conforme,Vide,True,True,2,False,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_13.jpg,2025,1,13,Conforme,2025_Conforme_1_Cam_T_1_13.jpg,2025_Conforme_1_Cam_B_1_13.jpg,Vide,Vide,True,True,2,True,False,Vide,False,False,True
2025_Conforme_1_Cam_X_1_130.jpg,2025,1,130,Conforme,2025_Conforme_1_Cam_T_1_130.jpg,2025_Conforme_1_Cam_B_1_130.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_131.jpg,2025,1,131,Conforme,2025_Conforme_1_Cam_T_1_131.jpg,2025_Conforme_1_Cam_B_1_131.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,True,False,True
2025_Conforme_1_Cam_X_1_132.jpg,2025,1,132,Conforme,2025_Conforme_1_Cam_T_1_132.jpg,2025_Conforme_1_Cam_B_1_132.jpg,Conforme,Vide,True,True,2,False,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_133.jpg,2025,1,133,Conforme,2025_Conforme_1_Cam_T_1_133.jpg,2025_Conforme_1_Cam_B_1_133.jpg,Vide,Conforme,True,True,2,False,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_134.jpg,2025,1,134,Conforme,2025_Conforme_1_Cam_T_1_134.jpg,2025_Conforme_1_Cam_B_1_134.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_135.jpg,2025,1,135,Conforme,2025_Conforme_1_Cam_T_1_135.jpg,2025_Conforme_1_Cam_B_1_135.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_136.jpg,2025,1,136,Conforme,2025_Conforme_1_Cam_T_1_136.jpg,2025_Conforme_1_Cam_B_1_136.jpg,Vide,Conforme,True,True,2,False,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_137.jpg,2025,1,137,Conforme,2025_Conforme_1_Cam_T_1_137.jpg,2025_Conforme_1_Cam_B_1_137.jpg,Vide,Conforme,True,True,2,False,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_138.jpg,2025,1,138,Conforme,2025_Conforme_1_Cam_T_1_138.jpg,2025_Conforme_1_Cam_B_1_138.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_139.jpg,2025,1,139,Conforme,2025_Conforme_1_Cam_T_1_139.jpg,2025_Conforme_1_Cam_B_1_139.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_14.jpg,2025,1,14,Conforme,2025_Conforme_1_Cam_T_1_14.jpg,2025_Conforme_1_Cam_B_1_14.jpg,Vide,Vide,True,True,2,True,False,Vide,False,False,True
2025_Conforme_1_Cam_X_1_140.jpg,2025,1,140,Conforme,2025_Conforme_1_Cam_T_1_140.jpg,2025_Conforme_1_Cam_B_1_140.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_141.jpg,2025,1,141,Conforme,2025_Conforme_1_Cam_T_1_141.jpg,2025_Conforme_1_Cam_B_1_141.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_142.jpg,2025,1,142,Conforme,2025_Conforme_1_Cam_T_1_142.jpg,2025_Conforme_1_Cam_B_1_142.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_143.jpg,2025,1,143,Conforme,2025_Conforme_1_Cam_T_1_143.jpg,2025_Conforme_1_Cam_B_1_143.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_144.jpg,2025,1,144,Conforme,2025_Conforme_1_Cam_T_1_144.jpg,2025_Conforme_1_Cam_B_1_144.jpg,Vide,Conforme,True,True,2,False,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_145.jpg,2025,1,145,Conforme,2025_Conforme_1_Cam_T_1_145.jpg,2025_Conforme_1_Cam_B_1_145.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_146.jpg,2025,1,146,Conforme,2025_Conforme_1_Cam_T_1_146.jpg,2025_Conforme_1_Cam_B_1_146.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_147.jpg,2025,1,147,Conforme,2025_Conforme_1_Cam_T_1_147.jpg,2025_Conforme_1_Cam_B_1_147.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,True,False,True
2025_Conforme_1_Cam_X_1_148.jpg,2025,1,148,Conforme,2025_Conforme_1_Cam_T_1_148.jpg,2025_Conforme_1_Cam_B_1_148.jpg,Conforme,Vide,True,True,2,False,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_149.jpg,2025,1,149,Conforme,2025_Conforme_1_Cam_T_1_149.jpg,2025_Conforme_1_Cam_B_1_149.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_15.jpg,2025,1,15,Conforme,2025_Conforme_1_Cam_T_1_15.jpg,2025_Conforme_1_Cam_B_1_15.jpg,Conforme,Vide,True,True,2,False,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_150.jpg,2025,1,150,Conforme,2025_Conforme_1_Cam_T_1_150.jpg,2025_Conforme_1_Cam_B_1_150.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_151.jpg,2025,1,151,Conforme,2025_Conforme_1_Cam_T_1_151.jpg,2025_Conforme_1_Cam_B_1_151.jpg,Conforme,Vide,True,True,2,False,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_152.jpg,2025,1,152,Conforme,2025_Conforme_1_Cam_T_1_152.jpg,2025_Conforme_1_Cam_B_1_152.jpg,Conforme,Vide,True,True,2,False,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_153.jpg,2025,1,153,Conforme,2025_Conforme_1_Cam_T_1_153.jpg,2025_Conforme_1_Cam_B_1_153.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_154.jpg,2025,1,154,Conforme,2025_Conforme_1_Cam_T_1_154.jpg,2025_Conforme_1_Cam_B_1_154.jpg,Conforme,Vide,True,True,2,False,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_155.jpg,2025,1,155,Conforme,2025_Conforme_1_Cam_T_1_155.jpg,2025_Conforme_1_Cam_B_1_155.jpg,Conforme,Vide,True,True,2,False,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_156.jpg,2025,1,156,Conforme,2025_Conforme_1_Cam_T_1_156.jpg,2025_Conforme_1_Cam_B_1_156.jpg,Conforme,Vide,True,True,2,False,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_157.jpg,2025,1,157,Conforme,2025_Conforme_1_Cam_T_1_157.jpg,2025_Conforme_1_Cam_B_1_157.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_158.jpg,2025,1,158,Conforme,2025_Conforme_1_Cam_T_1_158.jpg,2025_Conforme_1_Cam_B_1_158.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,True,False,True
2025_Conforme_1_Cam_X_1_159.jpg,2025,1,159,Conforme,2025_Conforme_1_Cam_T_1_159.jpg,2025_Conforme_1_Cam_B_1_159.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_16.jpg,2025,1,16,Conforme,2025_Conforme_1_Cam_T_1_16.jpg,2025_Conforme_1_Cam_B_1_16.jpg,Vide,Vide,True,True,2,True,False,Vide,False,False,True
2025_Conforme_1_Cam_X_1_160.jpg,2025,1,160,Conforme,2025_Conforme_1_Cam_T_1_160.jpg,2025_Conforme_1_Cam_B_1_160.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_161.jpg,2025,1,161,Conforme,2025_Conforme_1_Cam_T_1_161.jpg,2025_Conforme_1_Cam_B_1_161.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_162.jpg,2025,1,162,Conforme,2025_Conforme_1_Cam_T_1_162.jpg,2025_Conforme_1_Cam_B_1_162.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_163.jpg,2025,1,163,Conforme,2025_Conforme_1_Cam_T_1_163.jpg,2025_Conforme_1_Cam_B_1_163.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_164.jpg,2025,1,164,Conforme,2025_Conforme_1_Cam_T_1_164.jpg,2025_Conforme_1_Cam_B_1_164.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_165.jpg,2025,1,165,Conforme,2025_Conforme_1_Cam_T_1_165.jpg,2025_Conforme_1_Cam_B_1_165.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,True,False,True
2025_Conforme_1_Cam_X_1_166.jpg,2025,1,166,Conforme,2025_Conforme_1_Cam_T_1_166.jpg,2025_Conforme_1_Cam_B_1_166.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_167.jpg,2025,1,167,Conforme,2025_Conforme_1_Cam_T_1_167.jpg,2025_Conforme_1_Cam_B_1_167.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,True,False,True
2025_Conforme_1_Cam_X_1_168.jpg,2025,1,168,Conforme,2025_Conforme_1_Cam_T_1_168.jpg,2025_Conforme_1_Cam_B_1_168.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_169.jpg,2025,1,169,Conforme,2025_Conforme_1_Cam_T_1_169.jpg,2025_Conforme_1_Cam_B_1_169.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_17.jpg,2025,1,17,Conforme,2025_Conforme_1_Cam_T_1_17.jpg,2025_Conforme_1_Cam_B_1_17.jpg,Vide,Vide,True,True,2,True,False,Vide,False,False,True
2025_Conforme_1_Cam_X_1_170.jpg,2025,1,170,Conforme,2025_Conforme_1_Cam_T_1_170.jpg,2025_Conforme_1_Cam_B_1_170.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_171.jpg,2025,1,171,Conforme,2025_Conforme_1_Cam_T_1_171.jpg,2025_Conforme_1_Cam_B_1_171.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,True,False,True
2025_Conforme_1_Cam_X_1_172.jpg,2025,1,172,Conforme,2025_Conforme_1_Cam_T_1_172.jpg,2025_Conforme_1_Cam_B_1_172.jpg,Vide,Conforme,True,True,2,False,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_173.jpg,2025,1,173,Conforme,2025_Conforme_1_Cam_T_1_173.jpg,2025_Conforme_1_Cam_B_1_173.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_174.jpg,2025,1,174,Conforme,2025_Conforme_1_Cam_T_1_174.jpg,2025_Conforme_1_Cam_B_1_174.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,True,False,True
2025_Conforme_1_Cam_X_1_175.jpg,2025,1,175,Conforme,2025_Conforme_1_Cam_T_1_175.jpg,2025_Conforme_1_Cam_B_1_175.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,True,False,True
2025_Conforme_1_Cam_X_1_176.jpg,2025,1,176,Conforme,2025_Conforme_1_Cam_T_1_176.jpg,2025_Conforme_1_Cam_B_1_176.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,True,False,True
2025_Conforme_1_Cam_X_1_177.jpg,2025,1,177,Conforme,2025_Conforme_1_Cam_T_1_177.jpg,2025_Conforme_1_Cam_B_1_177.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_178.jpg,2025,1,178,Conforme,2025_Conforme_1_Cam_T_1_178.jpg,2025_Conforme_1_Cam_B_1_178.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,True,False,True
2025_Conforme_1_Cam_X_1_179.jpg,2025,1,179,Conforme,2025_Conforme_1_Cam_T_1_179.jpg,2025_Conforme_1_Cam_B_1_179.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_18.jpg,2025,1,18,Conforme,2025_Conforme_1_Cam_T_1_18.jpg,2025_Conforme_1_Cam_B_1_18.jpg,Vide,Vide,True,True,2,True,False,Vide,False,False,True
2025_Conforme_1_Cam_X_1_180.jpg,2025,1,180,Conforme,2025_Conforme_1_Cam_T_1_180.jpg,2025_Conforme_1_Cam_B_1_180.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_181.jpg,2025,1,181,Conforme,2025_Conforme_1_Cam_T_1_181.jpg,2025_Conforme_1_Cam_B_1_181.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_182.jpg,2025,1,182,Conforme,2025_Conforme_1_Cam_T_1_182.jpg,2025_Conforme_1_Cam_B_1_182.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,True,False,True
2025_Conforme_1_Cam_X_1_183.jpg,2025,1,183,Conforme,2025_Conforme_1_Cam_T_1_183.jpg,2025_Conforme_1_Cam_B_1_183.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_184.jpg,2025,1,184,Conforme,2025_Conforme_1_Cam_T_1_184.jpg,2025_Conforme_1_Cam_B_1_184.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_185.jpg,2025,1,185,Conforme,2025_Conforme_1_Cam_T_1_185.jpg,2025_Conforme_1_Cam_B_1_185.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_186.jpg,2025,1,186,Conforme,2025_Conforme_1_Cam_T_1_186.jpg,2025_Conforme_1_Cam_B_1_186.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_187.jpg,2025,1,187,Conforme,2025_Conforme_1_Cam_T_1_187.jpg,2025_Conforme_1_Cam_B_1_187.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,True,False,True
2025_Conforme_1_Cam_X_1_188.jpg,2025,1,188,Conforme,2025_Conforme_1_Cam_T_1_188.jpg,2025_Conforme_1_Cam_B_1_188.jpg,Conforme,Vide,True,True,2,False,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_189.jpg,2025,1,189,Conforme,2025_Conforme_1_Cam_T_1_189.jpg,2025_Conforme_1_Cam_B_1_189.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_19.jpg,2025,1,19,Conforme,2025_Conforme_1_Cam_T_1_19.jpg,2025_Conforme_1_Cam_B_1_19.jpg,Vide,Vide,True,True,2,True,False,Vide,False,False,True
2025_Conforme_1_Cam_X_1_190.jpg,2025,1,190,Conforme,2025_Conforme_1_Cam_T_1_190.jpg,2025_Conforme_1_Cam_B_1_190.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_191.jpg,2025,1,191,Conforme,2025_Conforme_1_Cam_T_1_191.jpg,2025_Conforme_1_Cam_B_1_191.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_192.jpg,2025,1,192,Conforme,2025_Conforme_1_Cam_T_1_192.jpg,2025_Conforme_1_Cam_B_1_192.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_193.jpg,2025,1,193,Conforme,2025_Conforme_1_Cam_T_1_193.jpg,2025_Conforme_1_Cam_B_1_193.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_194.jpg,2025,1,194,Conforme,2025_Conforme_1_Cam_T_1_194.jpg,2025_Conforme_1_Cam_B_1_194.jpg,Vide,Conforme,True,True,2,False,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_195.jpg,2025,1,195,Conforme,2025_Conforme_1_Cam_T_1_195.jpg,2025_Conforme_1_Cam_B_1_195.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_196.jpg,2025,1,196,Conforme,2025_Conforme_1_Cam_T_1_196.jpg,2025_Conforme_1_Cam_B_1_196.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_197.jpg,2025,1,197,Conforme,2025_Conforme_1_Cam_T_1_197.jpg,2025_Conforme_1_Cam_B_1_197.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_198.jpg,2025,1,198,Conforme,2025_Conforme_1_Cam_T_1_198.jpg,2025_Conforme_1_Cam_B_1_198.jpg,Vide,Conforme,True,True,2,False,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_199.jpg,2025,1,199,Conforme,2025_Conforme_1_Cam_T_1_199.jpg,2025_Conforme_1_Cam_B_1_199.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_2.jpg,2025,1,2,Conforme,2025_Conforme_1_Cam_T_1_2.jpg,2025_Conforme_1_Cam_B_1_2.jpg,Vide,Vide,True,True,2,True,False,Vide,False,False,True
2025_Conforme_1_Cam_X_1_20.jpg,2025,1,20,Conforme,2025_Conforme_1_Cam_T_1_20.jpg,2025_Conforme_1_Cam_B_1_20.jpg,Vide,Vide,True,True,2,True,False,Vide,False,False,True
2025_Conforme_1_Cam_X_1_200.jpg,2025,1,200,Conforme,2025_Conforme_1_Cam_T_1_200.jpg,2025_Conforme_1_Cam_B_1_200.jpg,Vide,Conforme,True,True,2,False,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_201.jpg,2025,1,201,Conforme,2025_Conforme_1_Cam_T_1_201.jpg,2025_Conforme_1_Cam_B_1_201.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_202.jpg,2025,1,202,Conforme,2025_Conforme_1_Cam_T_1_202.jpg,2025_Conforme_1_Cam_B_1_202.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_203.jpg,2025,1,203,Conforme,2025_Conforme_1_Cam_T_1_203.jpg,2025_Conforme_1_Cam_B_1_203.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
2025_Conforme_1_Cam_X_1_204.jpg,2025,1,204,Conforme,2025_Conforme_1_Cam_T_1_204.jpg,2025_Conforme_1_Cam_B_1_204.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,True,False,True
2025_Conforme_1_Cam_X_1_205.jpg,2025,1,205,Conforme,2025_Conforme_1_Cam_T_1_205.jpg,2025_Conforme_1_Cam_B_1_205.jpg,Conforme,Conforme,True,True,2,True,False,Conforme,False,False,True
